mlID,mlTitle,releaseYear
55908,"Man from Earth, The",2007.0
55926,Hellfighters,1968.0
55946,Lions For Lambs,2007.0
55955,Fred Claus,2007.0
55995,Beowulf,2007.0
55999,Mr. Magorium's Wonder Emporium,2007.0
56001,Love in the Time of Cholera,2007.0
56003,Southland Tales,2006.0
56006,Ever Since the World Ended,2001.0
56009,"American Soldier, The (Der amerikanische Soldat)",1970.0
56015,Kansas City Confidential,1952.0
56022,Harrison Bergeron,1995.0
56028,Rails & Ties,2007.0
56030,Darfur Now,2007.0
56051,Heavens Fall,2006.0
56060,I Served the King of England (Obsluhoval jsem anglického krále),2006.0
56067,Texas Terror,1935.0
56079,Smiley Face,2007.0
56093,12,2007.0
56095,XXY,2007.0
56098,"Steel Helmet, The",1951.0
56141,Blame it on Fidel! (La faute à Fidel!),2006.0
56145,"Mist, The",2007.0
56152,Enchanted,2007.0
56156,Hitman,2007.0
56158,This Christmas,2007.0
56165,P2,2007.0
56167,Om Shanti Om,2007.0
56169,Awake,2007.0
56171,"Golden Compass, The",2007.0
56174,I Am Legend,2007.0
56176,Alvin and the Chipmunks,2007.0
56274,Margot at the Wedding,2007.0
56286,I'm Not There,2007.0
56313,"Shepherd of the Hills, The",1941.0
56331,As Far As My Feet Will Carry Me (So weit die Füße tragen),2001.0
56333,"Savages, The",2007.0
56339,"Orphanage, The (Orfanato, El)",2007.0
56350,That Hamilton Woman,1941.0
56367,Juno,2007.0
56370,"Goodbye Bafana (Color of Freedom, The)",2007.0
56372,Tokyo Twilight (Tôkyô boshoku),1957.0
56379,"Maxed Out: Hard Times, Easy Credit and the Era of Predatory Lenders",2006.0
56389,My Blueberry Nights,2007.0
56432,"Swimming Pool, The (La piscine)",1969.0
56449,Cake,2005.0
56474,My Mother (Ma mère),2004.0
56477,Noise,2004.0
56479,Party Monster,1998.0
56485,Return to Sender,2004.0
56490,"Buy the Ticket, Take the Ride: Hunter S. Thompson on Film",2006.0
56508,Starting Out in the Evening,2007.0
56511,Redacted,2007.0
56513,Suicide Killers,2006.0
56515,"Devil Came on Horseback, The",2007.0
56548,All Passion Spent,1986.0
56551,"Treatment, The",2006.0
56561,10 Questions for the Dalai Lama,2006.0
56563,Helvetica,2007.0
56570,Mary,2005.0
56574,Journey from the Fall,2006.0
56587,"Bucket List, The",2007.0
56599,Fall From Grace,2007.0
56602,Between Two Worlds,1944.0
56607,"Kite Runner, The",2007.0
56614,"Regular Lovers (Amants réguliers, Les)",2005.0
56616,Allegro,2005.0
56620,"Deaths of Ian Stone, The",2007.0
56626,Robin Hood,1922.0
56631,Densha otoko (Train Man),2005.0
56633,Butterfly on a Wheel (Shattered),2007.0
56651,Seduced and Abandoned (Sedotta e abbandonata),1964.0
56671,"Go-Getter, The",2007.0
56693,Close My Eyes,1991.0
56700,"Flock, The",2007.0
56702,"Maidens' Conspiracy, The (Tirante el Blanco)",2006.0
56715,Wristcutters: A Love Story,2006.0
56719,Vitus,2006.0
56744,Longford,2006.0
56748,"Big Bad Swim, The",2006.0
56757,Sweeney Todd: The Demon Barber of Fleet Street,2007.0
56775,National Treasure: Book of Secrets,2007.0
56779,I Don't Want to Sleep Alone (Hei yan quan),2006.0
56782,There Will Be Blood,2007.0
56786,W.R.: Mysteries of the Organism ,1971.0
56788,Charlie Wilson's War,2007.0
56797,"Train Robbers, The",1973.0
56801,AVPR: Aliens vs. Predator - Requiem,2007.0
56805,Walk Hard: The Dewey Cox Story,2007.0
56835,Pledge This!,2006.0
56837,As You Like It,2006.0
56846,Rabbit Without Ears (Keinohrhasen),2007.0
56848,Ricochet,1991.0
56869,Drained (O cheiro do Ralo),2006.0
56874,Chicks with Sticks,2004.0
56885,"Great Debaters, The",2007.0
56888,Mongolian Ping-Pong (Lü cao di),2005.0
56908,Dedication,2007.0
56915,"Water Horse: Legend of the Deep, The",2007.0
56931,"Mission, The (Cheung fo)",1999.0
56941,P.S. I Love You,2007.0
56945,"Perfect Holiday, The",2007.0
56949,27 Dresses,2008.0
56956,Savages,1972.0
56959,The Mad Magician,1954.0
56995,Nanking,2007.0
57017,"Pumpkin Eater, The",1964.0
57023,Cosas que nunca te dije (Things I Never Told You),1996.0
57027,Killing Words (Palabras encadenadas),2003.0
57038,To the Left of the Father (Lavoura Arcaica),2001.0
57041,Santa Claus Conquers the Martians,1964.0
57044,Two Sons of Francisco (2 Filhos de Francisco - A História de Zezé di Camargo & Luciano),2005.0
57069,Equinox Flower (Higanbana),1958.0
57147,Cassandra's Dream,2007.0
57179,"Mostly Unfabulous Social Life of Ethan Green, The",2005.0
57183,Like Stars on Earth (Taare Zameen Par),2007.0
57209,Lemonade Joe (Limonádový Joe aneb Konská opera),1964.0
57223,D-War (Dragon Wars),2007.0
57236,LOL,2006.0
57243,"Band's Visit, The (Bikur Ha-Tizmoret)",2007.0
57269,In Between Days,2006.0
57274,[REC],2007.0
57276,.45,2006.0
57282,And Soon the Darkness,1970.0
57291,God Save the King,2005.0
57326,In the Name of the King: A Dungeon Siege Tale,2008.0
57353,Flawless,2007.0
57357,Live-In Maid (Cama adentro),2004.0
57368,Cloverfield,2008.0
57370,Mad Money,2008.0
57393,Trade,2007.0
57401,Cleaner,2007.0
57418,"Rachel, Rachel",1968.0
57421,Hatchet,2006.0
57426,Blonde Ambition,2007.0
57430,Welcome to L.A.,1976.0
57432,Timber Falls,2007.0
57439,"Sensation of Sight, The",2006.0
57453,Arranged,2007.0
57464,He Was a Quiet Man,2007.0
57468,Viva Villa!,1934.0
57473,The Return of Doctor X,1939.0
57476,The Cheyenne Social Club,1970.0
57478,"Laugh, Clown, Laugh",1928.0
57480,"Iron Horse, The",1924.0
57482,Just Pals,1920.0
57484,3 Bad Men,1926.0
57499,Heaven and Earth (Ten to Chi to),1990.0
57502,Cat Soup (Nekojiru-so),2001.0
57504,"Girl Who Leapt Through Time, The (Toki o kakeru shôjo)",2006.0
57509,Sex and Breakfast,2007.0
57513,What? (Che?),1972.0
57520,One Missed Call,2008.0
57522,First Sunday,2008.0
57526,Untraceable,2008.0
57528,Rambo (Rambo 4),2008.0
57530,How She Move,2007.0
57532,Meet the Spartans,2008.0
57534,"Eye, The",2008.0
57536,Strange Wilderness,2008.0
57538,Over Her Dead Body,2008.0
57543,Fallen Art (Sztuka spadania),2004.0
57550,Kings of the Road (Im Lauf der Zeit),1976.0
57637,"Signal, The",2007.0
57640,Hellboy II: The Golden Army,2008.0
57648,"Green Man, The",1956.0
57655,Ira and Abby,2006.0
57669,In Bruges,2008.0
57690,"Shoes of the Fisherman, The",1968.0
57692,That Man from Rio,1964.0
57695,"Clean, Shaven",1993.0
57706,À nos amours,1983.0
57709,Thunder Rock,1942.0
57754,Bamako,2006.0
57772,World on a Wire (Welt am Draht),1973.0
57774,"Bottom of the Sea, The (El fondo del mar)",2003.0
57776,Cazuza - O Tempo Não Pára,2004.0
57778,Future by Design,2006.0
57792,Caramel (Sukkar banat),2007.0
57805,Poor Boy's Game,2007.0
57811,Operation Homecoming: Writing the Wartime Experience,2007.0
57843,Rise of the Footsoldier,2007.0
57845,Joe Strummer: The Future Is Unwritten,2007.0
57848,Canvas,2006.0
57854,The Count of Monte Cristo,1934.0
57865,Wedding Daze,2006.0
57868,"Prisoner of Shark Island, The",1936.0
57873,Dark Angel (I Come in Peace),1990.0
57910,Teeth,2007.0
57940,Visiting Hours,1982.0
57942,"Big Bang Love, Juvenile A (46-okunen no koi)",2006.0
57946,Noriko's Dinner Table (Noriko no shokutaku),2005.0
57949,"Welcome Home, Roscoe Jenkins",2008.0
57951,Fool's Gold,2008.0
57960,"Great Lie, The",1941.0
57964,Blue State,2007.0
57970,U2 3D,2007.0
57980,"Art of Negative Thinking, The (Kunsten å tenke negativt)",2006.0
57991,In Which We Serve,1942.0
57996,"Motel, The",2005.0
58003,Hunger,1966.0
58007,"Shout, The",1978.0
58025,Jumper,2008.0
58029,It's a Free World...,2007.0
58033,Already Dead,2007.0
58047,"Definitely, Maybe",2008.0
58059,I Live in Fear (Ikimono no kiroku),1955.0
58061,Four Sons,1928.0
58078,"Air I Breathe, The",2007.0
58081,Hangman's House,1928.0
58084,Street Thief,2006.0
58094,"10th Judicial Court: Judicial Hearings, The (10e chambre - Instants d'audience)",2004.0
58103,Vantage Point,2008.0
58105,"Spiderwick Chronicles, The",2008.0
58107,Step Up 2 the Streets,2008.0
58111,Jodhaa Akbar,2008.0
58120,Born Reckless,1930.0
58123,Il Mare (Siworae),2000.0
58130,Up the River,1930.0
58136,Great World of Sound,2007.0
58146,Witless Protection,2008.0
58154,"Other Boleyn Girl, The",2008.0
58156,Semi-Pro,2008.0
58162,Run Fatboy Run,2007.0
58174,"Crying Out Love in the Center of the World (Sekai no chûshin de, ai o sakebu)",2004.0
58180,Seas Beneath,1931.0
58185,Please Vote for Me,2007.0
58191,Taxi to the Dark Side,2007.0
58207,Out of the Blue (Aramoana),2006.0
58209,Alex in Wonder (Sex and a Girl),2001.0
58223,"Method, The (Método, El)",2005.0
58228,Which Way Is Up?,1977.0
58246,Grace Is Gone,2007.0
58269,Gran Paradiso,2000.0
58274,Keeper of the Flame,1942.0
58282,"Emperor Waltz, The",1948.0
58287,Descent,2007.0
58291,College Road Trip,2008.0
58293,"10,000 BC",2008.0
58295,"Bank Job, The",2008.0
58297,Doomsday,2008.0
58299,Horton Hears a Who!,2008.0
58301,Funny Games U.S.,2007.0
58303,"Counterfeiters, The (Die Fälscher)",2007.0
58306,Mongol,2007.0
58309,War Dance,2007.0
58315,"Love Guru, The",2008.0
58324,"Pirates Who Don't Do Anything: A VeggieTales Movie, The",2008.0
58332,Diary of the Dead,2007.0
58334,Hallam Foe (Mister Foe),2007.0
58347,Penelope,2006.0
58351,City of Men (Cidade dos Homens),2007.0
58365,Chicago 10,2007.0
58367,"Romulus, My Father",2007.0
58373,"Woman in White, The",1948.0
58376,Zeitgeist: The Movie,2007.0
58379,Terkel in Trouble (Terkel i knibe),2004.0
58381,Jellyfish (Meduzot),2007.0
58409,"District, The (Nyócker!)",2004.0
58411,"Hottest State, The",2006.0
58418,Then She Found Me,2007.0
58422,"Island, The (a.k.a. Naked Island) (Hadaka no shima)",1960.0
58425,Heima,2007.0
58432,What Just Happened,2008.0
58434,"Little Trip to Heaven, A",2005.0
58437,"Prince of Pennsylvania, The",1988.0
58439,Downhill Racer,1969.0
58452,Saving Sarah Cain,2007.0
58485,Return of the Living Dead 3,1993.0
58490,Miss Pettigrew Lives for a Day,2008.0
58492,Snow Angels,2007.0
58494,Married Life,2007.0
58509,Sun Valley Serenade,1941.0
58520,Mala Noche,1985.0
58530,On the Outs,2004.0
58534,Stupid Boy (Garçon stupide),2004.0
58554,"Class, The (Klass)",2007.0
58559,"Dark Knight, The",2008.0
58564,Doctor Bull,1933.0
58576,Made in U.S.A.,1966.0
58578,Restless Natives,1985.0
58589,"Only Game in Town, The",1970.0
58595,Quiet City,2007.0
58598,Phar Lap,1983.0
58610,51 Birch Street,2005.0
58622,"Hammer, The",2007.0
58627,Never Back Down,2008.0
58632,"Terror's Advocate (Avocat de la terreur, L')",2007.0
58641,9 Star Hotel (Malon 9 Kochavim),2007.0
58649,Napoléon,1927.0
58652,CJ7 (Cheung Gong 7 hou),2008.0
58655,Drillbit Taylor,2008.0
58661,Dead Awake,2001.0
58706,"Under the Same Moon (Misma luna, La)",2007.0
58709,Tropical Malady (Sud pralad),2004.0
58718,Slipstream,2007.0
58722,Terror of Mechagodzilla (Mekagojira no gyakushu),1975.0
58740,"Smiling Lieutenant, The",1931.0
58743,Alatriste,2006.0
58760,Joysticks,1983.0
58774,Promised Land (Ziemia Obiecana),1975.0
58783,Youth Without Youth,2007.0
58785,Khadak,2006.0
58803,21,2008.0
58806,Smart People,2008.0
58808,"Last Hangman, The (Pierrepoint)",2005.0
58810,"Hawk Is Dying, The",2006.0
58812,"Ball, The (Le bal)",1983.0
58816,"Gymnast, The",2006.0
58839,Leatherheads,2008.0
58847,Why Not? (Eijanaika),1981.0
58850,Pirates,1986.0
58870,Zebraman,2004.0
58874,Marketa Lazarová,1967.0
58876,Stop-Loss,2008.0
58879,Shine a Light,2008.0
58881,Dark Matter,2007.0
58889,"Business of Being Born, The",2008.0
58895,Black Peter (Cerný Petr),1964.0
58898,"Aerial, The (La antena)",2007.0
58904,Chan Is Missing,1982.0
58920,Close to Home (Karov La Bayit),2005.0
58922,White Palms (Fehér tenyér),2006.0
58933,Saawariya,2007.0
58937,Julia,2008.0
58939,I Always Wanted to Be a Gangster (J'ai toujours rêvé d'être un gangster),2007.0
58941,Just Anybody (Le premier venu),2008.0
58945,"Pope's Toilet, The (El bano del Papa)",1998.0
58964,Inside (À l'intérieur),2007.0
58972,Nim's Island,2008.0
58975,"Ruins, The",2008.0
58992,Joy Division,2007.0
58994,Send a Bullet (Manda Bala),2007.0
58998,Forgetting Sarah Marshall,2008.0
59000,Sex and Death 101,2007.0
59014,Superhero Movie,2008.0
59016,Street Kings,2008.0
59018,"Visitor, The",2007.0
59022,Harold & Kumar Escape from Guantanamo Bay,2008.0
59026,99 francs,2007.0
59031,Private Property (Nue propriété),2006.0
59037,Speed Racer,2008.0
59040,Gabriel,2007.0
59044,Diminished Capacity,2008.0
59053,Nathalie...,2003.0
59065,Chapter 27,2007.0
59074,"Thief Who Came to Dinner, The",1973.0
59103,"Forbidden Kingdom, The",2008.0
59105,Where in the World Is Osama Bin Laden?,2008.0
59107,"Life Before Her Eyes, The",2007.0
59114,Pulp,1972.0
59116,Virgin Territory,2007.0
59118,Happy-Go-Lucky,2008.0
59126,Religulous,2008.0
59129,Outpost,2008.0
59131,Are You Scared?,2006.0
59136,Before Flying Back to Earth (Pries parskrendant i zeme),2005.0
59138,Bernard and Doris,2007.0
59141,Son of Rambow,2007.0
59143,Super High Me,2007.0
59154,Black Friday,1940.0
59157,"Invisible Ray, The",1936.0
59159,Murders in the Rue Morgue,1932.0
59173,"Killer Elite, The",1975.0
59178,Tarzan Escapes,1936.0
59180,Tarzan Finds a Son!,1939.0
59182,Tarzan's Secret Treasure,1941.0
59184,Tarzan's New York Adventure,1942.0
59188,Viva Zapata!,1952.0
59216,Antares,2004.0
59220,Outsourced,2006.0
59256,Deception,2008.0
59258,Baby Mama,2008.0
59260,"Unknown Woman, The (La Sconosciuta)",2006.0
59273,Delirious,2006.0
59290,Klimt,2006.0
59295,Expelled: No Intelligence Allowed,2008.0
59302,Viva Cuba,2005.0
59306,Prom Night,2008.0
59313,"White Massai, The (Weisse Massai, Die)",2005.0
59315,Iron Man,2008.0
59327,Possessed (Besat),1999.0
59333,Made of Honor,2008.0
59336,Redbelt,2008.0
59339,Mister Lonely,2007.0
59362,Anamorph,2007.0
59366,"Bread, My Sweet, The (a.k.a. Wedding for Bella, A)",2001.0
59369,Taken,2008.0
59376,Hero Wanted,2008.0
59382,Flight of the Red Balloon,2007.0
59387,"Fall, The",2006.0
59399,Blind Dating,2006.0
59404,Meet Bill,2007.0
59418,"American Crime, An",2007.0
59421,What Happens in Vegas...,2008.0
59426,White Night (Hvid nat),2007.0
59435,Numb,2007.0
59440,Bella,2006.0
59447,Fiorile,1993.0
59463,"Man Between, The",1953.0
59465,The Stars Look Down,1940.0
59478,"Unknown Soldier, The (Unbekannte Soldat, Der)",2006.0
59485,a/k/a Tommy Chong,2005.0
59501,"Chronicles of Narnia: Prince Caspian, The",2008.0
59519,Reprise,2006.0
59527,"Window, The",1949.0
59547,"Ron Clark Story, The",2006.0
59549,Shelter,2007.0
59590,Young at Heart (a.k.a. Young@Heart),2007.0
59594,"War, Inc.",2008.0
59602,"Year of the Wolf, The (Suden vuosi)",2007.0
59604,"Girl Next Door, The",2007.0
59607,King Corn,2007.0
59615,Indiana Jones and the Kingdom of the Crystal Skull,2008.0
59621,How to Rob a Bank,2007.0
59625,"Hey, Hey, It's Esther Blueburger",2008.0
59641,"Quiet American, The",1958.0
59655,Patti Smith: Dream of Life,2008.0
59665,Day of the Outlaw,1959.0
59667,Nina's Heavenly Delights,2006.0
59669,Following Sean,2005.0
59680,One Hour with You,1932.0
59684,Lake of Fire,2006.0
59705,"Witnesses, The (Les témoins)",2007.0
59709,"Oxford Murders, The",2007.0
59715,Shutter,2008.0
59721,"Grand, The",2007.0
59725,Sex and the City,2008.0
59727,"Strangers, The",2008.0
59729,Savage Grace,2007.0
59731,"Bigger, Stronger, Faster*",2008.0
59738,All the Boys Love Mandy Lane,2006.0
59753,Memories of Matsuko (Kiraware Matsuko no isshô),2006.0
59784,Kung Fu Panda,2008.0
59795,What Would Jesus Buy?,2007.0
59799,Extreme Private Eros: Love Song 1974,1974.0
59801,"Emperor's Naked Army Marches On, The (Yuki Yukite shingun)",1987.0
59805,Antonio das Mortes (O Dragão da Maldade contra o Santo Guerreiro),1969.0
59810,Recount,2008.0
59814,Ex Drummer,2007.0
59832,Where the Sidewalk Ends,1950.0
59834,100 Rifles,1969.0
59836,Blood Alley,1955.0
59838,Chato's Land,1972.0
59840,Cold Sweat (De la part des copains),1970.0
59842,"FBI Story, The",1959.0
59844,"Honor Among Thieves (Adieu l'ami) (Farewell, Friend)",1968.0
59846,"Iron Mask, The",1929.0
59850,St. Ives,1976.0
59852,Villa Rides!,1968.0
59854,"Wings of Eagles, The",1957.0
59858,Steamboat Round the Bend,1935.0
59861,"World Moves On, The",1934.0
59865,Pilgrimage,1933.0
59867,Lonelyhearts,1958.0
59888,Boat People (Tau ban no hoi),1982.0
59893,"Wrong Move, The (Falsche Bewegung)",1975.0
59895,Dust in the Wind,1987.0
59900,You Don't Mess with the Zohan,2008.0
59905,"Prefab People, The (Panelkapcsolat)",1982.0
59908,"Promotion, The",2008.0
59910,And When Did You Last See Your Father?,2007.0
59912,My Brother Is an Only Child (Mio fratello è figlio unico),2006.0
59915,Stuck,2007.0
59922,July Rhapsody (Laam yan sei sap),2002.0
59938,Telefon,1977.0
59942,"Lost World, The",1960.0
59945,"Mark of Zorro, The",1920.0
59947,"Protector, The",1985.0
59954,"Three Musketeers, The",1921.0
59960,Warlock,1959.0
59974,"Fidanzati, I (Fiances, The)",1963.0
59976,"Posto, Il",1961.0
59985,Chaos Theory,2007.0
59988,"Boys and Girls Guide to Getting Down, The",2006.0
59995,Boy A,2007.0
60007,Doctor Who,1996.0
60020,"Warlords, The (Tau ming chong)",2007.0
60030,Spiral,2007.0
60032,Hounddog,2007.0
60037,"Happening, The",2008.0
60040,"Incredible Hulk, The",2008.0
60044,Baghead,2008.0
60046,"Children of Huang Shi, The",2008.0
60059,Quill,2004.0
60069,WALL·E,2008.0
60072,Wanted,2008.0
60074,Hancock,2008.0
60086,Boy Culture,2006.0
60096,Ten Minutes Older: The Trumpet,2002.0
60103,Angel Face,1952.0
60106,Huckleberry Finn,1974.0
60110,Tom Sawyer,1973.0
60124,Turn the River,2007.0
60126,Get Smart,2008.0
60128,Young People Fucking (a.k.a. YPF),2007.0
60133,Brick Lane,2007.0
60135,Surfwise,2007.0
60137,"Rape of Europa, The",2006.0
60141,St. Trinian's,2007.0
60145,"Penalty, The",1920.0
60147,Roman de gare,2007.0
60150,Desire,1936.0
60179,Equinox,1970.0
60183,At the Death House Door,2008.0
60189,Archangel,1990.0
60193,Battlefield Baseball (Jigoku kôshien),2003.0
60198,"Sandglass, The (Sanatorium pod klepsydra)",1973.0
60201,"Color of Pomegranates, The (Sayat Nova)",1968.0
60223,West of Zanzibar,1928.0
60225,Tell It to the Marines,1926.0
60227,"Unholy Three, The",1925.0
60229,"Unholy Three, The",1930.0
60231,London After Midnight,1927.0
60234,"Shock, The",1923.0
60237,Dog Day (Canicule),1984.0
60240,"Klansman, The",1974.0
60243,Pocket Money,1972.0
60256,Goddess (Devi),1960.0
60259,Bambi 2,2006.0
60284,Gunnin' for That #1 Spot,2008.0
60286,Finding Amanda,2008.0
60289,Kit Kittredge: An American Girl,2008.0
60291,Gonzo: The Life and Work of Dr. Hunter S. Thompson,2008.0
60293,"Wackness, The",2008.0
60295,Up the Yangtze,2007.0
60303,Strange Circus (Kimyô na sâkasu),2005.0
60309,Along Came Jones,1945.0
60311,"Black Swan, The",1942.0
60314,Cheyenne Autumn,1964.0
60316,Hour of the Gun,1967.0
60322,Sleepwalking,2008.0
60333,Encounters at the End of the World,2008.0
60336,Bad Blood (Mauvais sang),1986.0
60338,Dante 01,2008.0
60341,Standard Operating Procedure,2008.0
60343,Wee Willie Winkie,1937.0
60353,A Page of Madness,1926.0
60356,Two Women,2000.0
60363,Zombie Strippers!,2008.0
60376,White Light/Black Rain: The Destruction of Hiroshima and Nagasaki,2007.0
60382,Roman Polanski: Wanted and Desired,2008.0
60384,Z Channel: A Magnificent Obsession,2004.0
60389,Battle for Haditha,2007.0
60391,Alexandra (Aleksandra),2007.0
60393,Transylvania,2006.0
60397,Mamma Mia!,2008.0
60405,Ganes,2007.0
60408,Welcome to the Sticks (Bienvenue chez les Ch'tis),2008.0
60411,"Pornographers, The (Erogotoshi-tachi yori: Jinruigaku nyûmon)",1966.0
60418,Kabluey,2007.0
60421,"Stone Angel, The",2007.0
60436,Honeydripper,2007.0
60450,Summer of '04 (Sommer '04),2006.0
60461,"Home of Dark Butterflies, The (Tummien perhosten koti)",2008.0
60463,Dark Floors,2008.0
60469,Silentium,2004.0
60471,Rogue,2007.0
60475,"Violin, El",2005.0
60479,Sublime,2007.0
60482,Towelhead (a.k.a. Nothing is Private),2007.0
60484,No Regrets for Our Youth (Waga seishun ni kuinashi),1946.0
60487,"It's the Great Pumpkin, Charlie Brown",1966.0
60490,Lost Islands,2008.0
60494,Borderline,1950.0
60503,Katyn,2007.0
60508,Pan Tadeusz: The Last Foray in Lithuania (Pan Tadeusz),1999.0
60514,Journey to the Center of the Earth,2008.0
60516,Meet Dave,2008.0
60522,"Machine Girl, The (Kataude mashin gâru)",2008.0
60524,August,2008.0
60526,Death Defying Acts,2007.0
60530,Water Lilies (Naissance des pieuvres),2007.0
60538,Shrooms,2007.0
60544,Manslaughter (Drabet),2005.0
60546,"Bench, The (Bænken)",2000.0
60551,Breath (Soom),2007.0
60566,Just Another Love Story (Kærlighed på film),2007.0
60568,"Substitute, The (Vikaren)",2007.0
60579,Next Door (Naboer),2005.0
60585,Chinese Roulette (Chinesisches Roulette),1976.0
60590,"Heartbeat Detector (Question humaine, La)",2007.0
60599,Flakes,2007.0
60609,Death Note,2006.0
60616,"Majority of One, A",1961.0
60618,Moving McAllister,2007.0
60625,"Tall T, The",1957.0
60641,Music Within,2007.0
60647,Transsiberian,2008.0
60649,Space Chimps,2008.0
60654,"Last Mistress, The (vieille maîtresse, Une)",2007.0
60666,Jimmy Carter Man from Plains,2007.0
60684,Watchmen,2009.0
60688,Conspiracy,2008.0
60702,WarGames: The Dead Code,2008.0
60707,Vince Vaughn's Wild West Comedy Show: 30 Days & 30 Nights - Hollywood to the Heartland,2006.0
60728,Steal a Pencil for Me,2007.0
60735,Shotgun Stories,2007.0
60737,Watching the Detectives,2007.0
60743,Mr. Untouchable,2007.0
60745,Blast of Silence,1961.0
60753,Felon,2008.0
60756,Step Brothers,2008.0
60758,Brideshead Revisited,2008.0
60760,"X-Files: I Want to Believe, The",2008.0
60763,American Teen,2008.0
60766,Man on Wire,2008.0
60768,CSNY Déjà Vu,2008.0
60803,"Little Drummer Boy, The",1968.0
60825,Mulberry Street,2006.0
60827,Lost in Beijing (Ping guo),2007.0
60832,Pathology,2008.0
60857,"Tracey Fragments, The",2007.0
60880,"Family Game, The (Kazoku gêmu)",1983.0
60885,"Zone, The (La Zona)",2007.0
60887,Blindsight,2006.0
60894,"Edge of Love, The",2008.0
60896,"Godless Girl, The",1929.0
60930,Frozen City (Valkoinen kaupunki) (2006) ,2006.0
60937,"Mummy: Tomb of the Dragon Emperor, The",2008.0
60939,Swing Vote,2008.0
60941,"Midnight Meat Train, The",2008.0
60943,Frozen River,2008.0
60946,Sixty Six,2006.0
60948,Bottle Shock,2008.0
60950,Vicky Cristina Barcelona,2008.0
60990,"End of Summer, The (Early Autumn) (Kohayagawa-ke no aki)",1961.0
60992,"Moment to Remember, A (Nae meorisokui jiwoogae)",2004.0
61004,Year of the Gun,1991.0
61009,Inside Paris (Dans Paris),2006.0
61011,"Walker, The",2007.0
61013,Absolute Giganten,1999.0
61018,Peppermint Candy (Bakha satang),1999.0
61024,Pineapple Express,2008.0
61026,Red Cliff (Chi bi),2008.0
61031,"World's Greatest Lover, The",1977.0
61035,W Delta Z (a.k.a. The Killing Gene),2007.0
61037,Silent Light (Stellet licht),2007.0
61041,"Take, The",2007.0
61071,"Sisterhood of the Traveling Pants 2, The",2008.0
61073,Hell Ride,2008.0
61075,Elegy,2008.0
61083,"Good Humor Man, The",2005.0
61100,Still Life (Sanxia haoren),2006.0
61110,Quid Pro Quo,2008.0
61116,Black Caesar,1973.0
61123,High School Musical 2,2007.0
61132,Tropic Thunder,2008.0
61136,"Objective, The",2008.0
61160,Star Wars: The Clone Wars,2008.0
61167,Henry Poole is Here,2008.0
61206,In the City of Sylvia (En la ciudad de Sylvia),2007.0
61210,Mutant Chronicles,2008.0
61215,13 Beloved (13 game sayawng),2006.0
61236,Waltz with Bashir (Vals im Bashir),2008.0
61240,Let the Right One In (Låt den rätte komma in),2008.0
61246,Hamlet 2,2008.0
61248,Death Race,2008.0
61250,"House Bunny, The",2008.0
61253,"Longshots, The",2008.0
61255,"Rocker, The",2008.0
61257,I.O.U.S.A. (a.k.a. IOUSA),2008.0
61262,Mirrors,2008.0
61264,"Girl Cut in Two, The (Fille coupée en deux, La)",2007.0
61267,Fly Me to the Moon,2008.0
61269,Trumbo,2007.0
61279,Variety Lights,1950.0
61285,Path to War,2002.0
61289,Sukiyaki Western Django,2008.0
61301,American Zombie,2007.0
61312,Noise,2007.0
61317,Feed,2005.0
61319,Somers Town,2008.0
61323,Burn After Reading,2008.0
61348,Disaster Movie,2008.0
61350,Babylon A.D.,2008.0
61352,Traitor,2008.0
61354,College,2008.0
61357,Trouble the Water,2008.0
61361,"Women, The",2008.0
61373,"Woman in Black, The",1989.0
61396,Sergeant Rutledge,1960.0
61398,"Mother of Tears: The Third Mother (Terza madre, La)",2007.0
61401,"Spirit, The",2008.0
61406,John Adams,2008.0
61414,Tobacco Road,1941.0
61434,Oh! What a Lovely War,1969.0
61449,"Burning Plain, The",2008.0
61451,"Seventh Cross, The",1944.0
61465,Bangkok Dangerous,2008.0
61467,Everybody Wants to Be Italian,2007.0
61470,"Boys in Company C, The",1978.0
61473,"Secret, A (Un secret)",2007.0
61475,August Evening,2007.0
61493,Flash Point (a.k.a. Flashpoint) (Dou fo sin),2007.0
61553,"Fifth Commandment, The",2008.0
61560,That's Black Entertainment,1990.0
61567,Kummeli Alivuokralainen,2008.0
61569,"Jammed, The",2007.0
61586,"Half Life of Timofey Berezin, The (PU-239)",2006.0
61628,Sunflower (Xiang ri kui),2005.0
61634,Son of Lassie,1945.0
61638,Flu Bird Horror,2008.0
61646,DarkBlueAlmostBlack (Azuloscurocasinegro),2006.0
61678,"Foot Fist Way, The",2006.0
61692,Altered,2006.0
61695,Ladrones,2007.0
61697,Righteous Kill,2008.0
61705,Lakeview Terrace,2008.0
61707,Ladrón que roba a ladrón,2007.0
61724,Shadows in Paradise (Varjoja paratiisissa),1986.0
61729,Ghost Town,2008.0
61742,Maradona by Kusturica,2008.0
61768,Accused (Anklaget),2005.0
61816,Import/Export,2007.0
61818,"Crow, The: Wicked Prayer",2005.0
61862,In Bed (En la cama),2005.0
61868,Jam,2006.0
61913,Africa addio,1966.0
61931,Private Parts,1972.0
61934,Freebie and the Bean,1974.0
61937,Sawdust and Tinsel (Gycklarnas afton),1953.0
61941,Humboldt County,2008.0
61948,100 Feet,2008.0
61950,Boot Camp,2007.0
